USDOT,MC_no,MCS 150,Entity_type,Operating_status,Out_of_service,Legal_name,Dba_name,Contact_name,Physical_address,Physical_city,Physical_state,Physical_zip,Business_phone,Mobile_number,Email_address,Mailing_address,Mailing_city,Mailing_state,Mailing_zip,Power units,Drivers,Mileage (Year),Operation_classification,Carrier_operation,Cargo_carried
3386178,,2020-01-23,Carrier,Active,None,Fernandez Trucking,,,501 N Sewell Dr,Decatur,TX,76234,(940) 577-9296,,,501 N Sewell Dr,Decatur,TX,76234,3,3,,Auth. For Hire ,Intrastate  ,Other
3386183,,2020-01-23,Carrier,Active,None,Pad Trucking Transport Llc,,,300 W Hillside Rd Apt 239,Laredo,TX,78041,(956) 518-0966,,,300 W Hillside Rd Apt 239,Laredo,TX,78041,1,1,,Auth. For Hire ,Intrastate  ,Beverages
3386209,,2020-01-23,Carrier,Active,None,Outlaws & Angels Llc,,,13464 Old China Springs Rd,Waco,TX,76708,(254) 723-6498,,,13464 Old China Springs Rd,Waco,TX,76708,1,1,1 (2019),Auth. For Hire ,Intrastate  ,General Freight
3386223,,2020-01-23,Carrier,Not Authorized,None,Fontelroy Tranportation Inc,,,8239 Sunshine Trail Dr,San Antonio,TX,78244,(210) 744-4432,,,8239 Sunshine Trail Dr,San Antonio,TX,78244,1,1,,Auth. For Hire ,Interstate ,General Freight
3386236,,2020-01-23,Carrier,Active,None,Texas Trucking & Construction Llc,,,409 S Minter St,San Antonio,TX,78207,(210) 630-5000,,,409 S Minter St,San Antonio,TX,78207,1,1,,Auth. For Hire ,Intrastate  ,Other
3386237,,2020-01-23,Carrier,Active,None,Jose Modesto Guzman,Jmg Trucking,,16338 Lazy Ridge Rd,Houston,TX,77053,(832) 423-2763,,,16338 Lazy Ridge Rd,Houston,TX,77053,1,1,,Auth. For Hire ,Intrastate  ,Other
3386239,,2020-01-23,Carrier,Not Authorized,None,V M P Logistics Llc,,,3104 Yaupon Rd Apt A,Copperas Cove,TX,76522,(208) 555-5555,,,3104 Yaupon Rd Apt A,Copperas Cove,TX,76522,1,4,,Auth. For Hire ,Interstate ,General Freight
3386243,,2020-01-23,Carrier,Not Authorized,None,Moneke Okafor,Victor Trucking Services,,11826 Ryewater Dr,Houston,TX,77089,(346) 444-0518,,,11826 Ryewater Dr,Houston,TX,77089,1,1,,Auth. For Hire ,Interstate ,Building Materials
3386244,,2020-01-23,Carrier,Active,None,Jce2 Transportation,,,2610 Pinta Cir,Grand Prairie,TX,75052,(214) 918-5400,,,2610 Pinta Cir,Grand Prairie,TX,75052,2,4,,Auth. For Hire ,Intrastate  ,General Freight
3386249,,2020-01-23,Carrier,Not Authorized,None,Scarbeck Transport Llc,,,3303 Syracuse Dr,Corinth,TX,76210,(682) 225-6585,,,3303 Syracuse Dr,Corinth,TX,76210,1,8,,Auth. For Hire ,Interstate ,General Freight
3386251,,2020-01-23,Carrier,Active,None,Eagleline Transport Inc,,,2962 Star Peak Dr,Houston,TX,77088,(352) 801-1270,,,2962 Star Peak Dr,Houston,TX,77088,1,1,,Auth. For Hire ,Intrastate  ,Beverages
3386259,,2020-01-23,Carrier,Active,None,Scott Mcmillan,Bonita Land Company,,"1705 Mckinley Ave
1705 Mckinley Ave, Tx   76856",,,,(806) 200-2529,,,"1705 Mckinley Ave
1705 Mckinley Ave, Tx   76856",,,,1,1,,Auth. For Hire ,Intrastate  ,Livestock
3386263,,2020-01-23,Carrier,Not Authorized,None,Godly Shepherd Llc,,,9686 Winlin Dr,Orange,TX,77632,(409) 988-5957,,,9686 Winlin Dr,Orange,TX,77632,1,1,1 (2019),Auth. For Hire ,Interstate ,Motor Vehicles
3386285,,2020-01-23,Carrier,Not Authorized,None,Hollins Pro-Haul Llc,,,10406 Sage Dock Ct,Houston,TX,77089,(713) 446-1774,,,10406 Sage Dock Ct,Houston,TX,77089,1,1,,Auth. For Hire ,Interstate ,General Freight
3386289,,2020-01-23,Carrier,Not Authorized,None,Papo Trucking Llc,,,3200 S Center St Apt A101,Arlington,TX,76014,(813) 450-8648,,,3200 S Center St Apt A101,Arlington,TX,76014,1,1,,Auth. For Hire ,Interstate ,General Freight
3386294,,2020-01-23,Carrier,Not Authorized,None,Jbo3 Inc,Nb4 Transportation,,16404 Red River Ln,Justin,TX,76247,(214) 725-0852,,,16404 Red River Ln,Justin,TX,76247,1,8,,Auth. For Hire ,Interstate ,General Freight
3386308,,2020-01-23,Carrier,Active,None,Antonio Manzano,Mgs Transport Line,,19346 Cypress Glades Ct,Katy,TX,77449,(281) 798-9291,,,19346 Cypress Glades Ct,Katy,TX,77449,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386364,,2020-01-23,Carrier,Not Authorized,None,Coast Ii Coast Express Llc,,,3005 Rose St,Pasadena,TX,77503,(832) 577-1776,,,3005 Rose St,Pasadena,TX,77503,1,1,,Auth. For Hire ,Interstate ,General Freight
3386369,,2020-01-23,Carrier,Active,None,Oscar Aly Cardoza,O C Trucking,,7434 Pinetex Dr,Humble,TX,77396,(713) 269-5696,,,7434 Pinetex Dr,Humble,TX,77396,1,0,,Auth. For Hire ,Intrastate  ,Other
3386376,,2020-01-23,Carrier,Active,None,Alpine Pacific Transport Inc,,,2144 Fannin Rd,Victoria,TX,77905,(916) 747-0051,,,2144 Fannin Rd,Victoria,TX,77905,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386390,,2020-01-23,Carrier,Active,None,Fifty Nine Trucking Llc,,,3001 Dove Country Dr Apt 201,Stafford,TX,77477,(832) 654-4289,,,3001 Dove Country Dr Apt 201,Stafford,TX,77477,2,4,,Auth. For Hire ,Intrastate  ,General Freight
